Cluster,Unique Key,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,City,Borough
2,26894207,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
0,34179343,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10019,NEW YORK,MANHATTAN
3,35414108,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,BRONX,BRONX
3,32636064,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,BRONX,BRONX
0,30786438,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
2,32910697,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
3,38562058,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,BRONX,BRONX
1,38889715,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11228,BROOKLYN,BROOKLYN
1,34856706,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,36507567,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,BROOKLYN,BROOKLYN
0,28979869,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
1,35185920,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10018,NEW YORK,MANHATTAN
0,39857545,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,NEW YORK,MANHATTAN
0,34450010,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,BROOKLYN,BROOKLYN
0,40639074,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10001,NEW YORK,MANHATTAN
2,27218738,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
0,29783427,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,NEW YORK,MANHATTAN
2,24152099,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
0,28009096,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013,NEW YORK,MANHATTAN
1,28637132,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11417,Ozone Park,QUEENS
1,43187377,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
0,22739455,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,NEW YORK,MANHATTAN
1,31602068,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11377,Woodside,QUEENS
0,27959435,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10075,NEW YORK,MANHATTAN
3,31862456,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,BRONX,BRONX
0,32210032,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,BROOKLYN,BROOKLYN
2,34111088,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11235,BROOKLYN,BROOKLYN
3,44106739,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451,BRONX,BRONX
0,33776006,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10035,NEW YORK,MANHATTAN
2,28571063,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
1,35316835,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
0,39515403,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10030,NEW YORK,MANHATTAN
2,33821241,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11235,BROOKLYN,BROOKLYN
3,25009935,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10461,BRONX,BRONX
0,28125186,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,BROOKLYN,BROOKLYN
3,32616776,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,BRONX,BRONX
0,36285992,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,BROOKLYN,BROOKLYN
0,31305537,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
3,29085193,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10458,BRONX,BRONX
3,27159427,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10451,BRONX,BRONX
2,41570131,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,28693582,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,NEW YORK,MANHATTAN
2,27077839,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11368,Corona,QUEENS
3,31371455,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10457,BRONX,BRONX
3,34098839,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10456,BRONX,BRONX
3,25337501,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10452,BRONX,BRONX
0,28623413,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11249,BROOKLYN,BROOKLYN
0,24111879,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11217,BROOKLYN,BROOKLYN
1,31831394,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11433,Jamaica,QUEENS
0,38550102,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10033,NEW YORK,MANHATTAN
2,28449761,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
0,27540234,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,NEW YORK,MANHATTAN
0,33400413,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,ASTORIA,QUEENS
2,27056847,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10003,NEW YORK,MANHATTAN
1,37684043,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10075,NEW YORK,MANHATTAN
2,38497365,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
2,37356205,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11201,BROOKLYN,BROOKLYN
0,29630673,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11206,BROOKLYN,BROOKLYN
0,35469873,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS
0,33990417,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,OZONE PARK,QUEENS
3,23523981,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10468,BRONX,BRONX
2,32317531,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11223,BROOKLYN,BROOKLYN
3,32214262,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,BRONX,BRONX
2,27054653,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
2,40442864,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
3,30721047,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10453,BRONX,BRONX
3,24051093,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10472,BRONX,BRONX
3,38954925,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10458,BRONX,BRONX
1,42101591,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
3,41463057,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,BRONX,BRONX
0,37413173,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10026,NEW YORK,MANHATTAN
2,24801899,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
0,22519219,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,BROOKLYN,BROOKLYN
1,28443391,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11432,Jamaica,QUEENS
2,31070945,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11238,BROOKLYN,BROOKLYN
0,23827556,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,BRONX,BRONX
1,37936601,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10304,STATEN ISLAND,STATEN ISLAND
0,24978252,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
2,24323873,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10473,BRONX,BRONX
1,34443770,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11230,BROOKLYN,BROOKLYN
1,41835632,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11413,Springfield Gardens,QUEENS
0,35843146,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10014,NEW YORK,MANHATTAN
0,24399913,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
2,32516686,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11208,BROOKLYN,BROOKLYN
0,28467471,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,BROOKLYN,BROOKLYN
3,25939972,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10458,BRONX,BRONX
1,35212290,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10024,NEW YORK,MANHATTAN
3,29704004,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,BRONX,BRONX
0,36700318,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,BRONX,BRONX
1,41420924,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
1,34714019,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11106,Astoria,QUEENS
2,29010045,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
1,32320475,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11102,Astoria,QUEENS
1,33041855,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11220,BROOKLYN,BROOKLYN
0,36625291,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10011,NEW YORK,MANHATTAN
2,22772380,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,RIDGEWOOD,QUEENS
2,26200115,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10027,NEW YORK,MANHATTAN
3,30060842,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,BRONX,BRONX
3,40662451,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10456,BRONX,BRONX
3,41926761,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10455,BRONX,BRONX
3,38864029,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,BRONX,BRONX
3,30181330,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10458,BRONX,BRONX
2,24731224,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,BRONX,BRONX
2,33370384,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11233,BROOKLYN,BROOKLYN
1,32419772,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11416,Ozone Park,QUEENS
3,38821465,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,BRONX,BRONX
2,35754174,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
0,22489582,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10029,NEW YORK,MANHATTAN
1,41152477,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
2,23772055,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11223,BROOKLYN,BROOKLYN
0,35114297,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,NEW YORK,MANHATTAN
3,38474194,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10453,BRONX,BRONX
1,42198180,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11106,Astoria,QUEENS
1,32672103,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
1,35807224,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11379,Middle Village,QUEENS
2,24761950,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,11218,BROOKLYN,BROOKLYN
0,39853022,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10039,NEW YORK,MANHATTAN
2,27438662,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,Building (Non-Residential),11215,BROOKLYN,BROOKLYN
0,28656011,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,BRONX,BRONX
2,26755294,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
1,44142947,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11209,BROOKLYN,BROOKLYN
2,30984042,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11249,BROOKLYN,BROOKLYN
0,28103056,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11201,BROOKLYN,BROOKLYN
0,38207469,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,BRONX,BRONX
3,34761859,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10453,BRONX,BRONX
3,35471796,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10462,BRONX,BRONX
0,41761270,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10469,BRONX,BRONX
3,31283145,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10457,BRONX,BRONX
1,32817319,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
2,29096244,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
1,33049548,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11210,BROOKLYN,BROOKLYN
1,31787146,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,29855782,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
0,34356091,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,NEW YORK,MANHATTAN
1,25719512,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10306,STATEN ISLAND,STATEN ISLAND
0,25647674,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,NEW YORK,MANHATTAN
2,29419317,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,27922949,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,BRONX,BRONX
2,27097153,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
2,26342739,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,35148767,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,BROOKLYN,BROOKLYN
2,34222916,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11233,BROOKLYN,BROOKLYN
3,34872474,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,BRONX,BRONX
0,31415503,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10469,BRONX,BRONX
0,28821514,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,BROOKLYN,BROOKLYN
2,27425697,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,37959151,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,FLUSHING,QUEENS
0,34680324,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11367,FLUSHING,QUEENS
2,27307793,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,11208,BROOKLYN,BROOKLYN
0,41267376,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,BROOKLYN,BROOKLYN
0,29777029,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10011,NEW YORK,MANHATTAN
0,36986939,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,BRONX,BRONX
3,23772105,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10468,BRONX,BRONX
1,34821485,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,BROOKLYN,BROOKLYN
0,39415017,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,JAMAICA,QUEENS
0,41223541,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
1,37321393,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10128,NEW YORK,MANHATTAN
3,43038421,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,BRONX,BRONX
3,29503131,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,BRONX,BRONX
1,44075885,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
1,32981262,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
2,27710013,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
1,40322990,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
3,40050651,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,BRONX,BRONX
2,32329813,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11235,BROOKLYN,BROOKLYN
1,29059801,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11368,Corona,QUEENS
1,23907715,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11691,FAR ROCKAWAY,QUEENS
3,25937895,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,10453,BRONX,BRONX
0,42986243,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,BROOKLYN,BROOKLYN
2,34672236,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
2,24869170,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10454,BRONX,BRONX
2,23314172,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10036,NEW YORK,MANHATTAN
3,33324615,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10458,BRONX,BRONX
0,39305988,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11385,RIDGEWOOD,QUEENS
2,41644204,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
0,35240621,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,ELMHURST,QUEENS
2,30329348,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11211,BROOKLYN,BROOKLYN
3,36429286,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10453,BRONX,BRONX
3,27659781,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,BRONX,BRONX
2,30026452,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11208,BROOKLYN,BROOKLYN
0,32175846,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
0,23832256,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11428,QUEENS VILLAGE,QUEENS
2,33023560,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11231,BROOKLYN,BROOKLYN
1,44941087,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11374,Rego Park,QUEENS
3,39457458,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10460,BRONX,BRONX
0,32684484,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
2,24563233,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,BRONX,BRONX
0,37084030,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,BROOKLYN,BROOKLYN
1,29852543,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11223,BROOKLYN,BROOKLYN
2,24141063,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,11223,BROOKLYN,BROOKLYN
3,24674080,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10457,BRONX,BRONX
1,41576375,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
2,27059476,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,BRONX,BRONX
2,33724378,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
2,41699004,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11208,BROOKLYN,BROOKLYN
2,34836023,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11214,BROOKLYN,BROOKLYN
0,24889773,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10033,NEW YORK,MANHATTAN
3,31517476,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10458,BRONX,BRONX
2,24891082,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11233,BROOKLYN,BROOKLYN
3,39455210,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10467,BRONX,BRONX
0,41057415,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,RIDGEWOOD,QUEENS
2,26852471,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10037,NEW YORK,MANHATTAN
1,30143894,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10012,NEW YORK,MANHATTAN
2,24106545,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
3,35412960,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,BRONX,BRONX
1,32399187,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
1,32739038,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10023,NEW YORK,MANHATTAN
